Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Aníbal Chalá\Anibal-Chala,ec ECU,DF,Dijon,fr Ligue 1,24,1996,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Trevoh Chalobah\Trevoh-Chalobah,eng ENG,DFMF,Lorient,fr Ligue 1,21,1999,24.9,2,14,3,21.4,0.56,0.12,0.14,0.67,12.1,0,0,0,1.9,1.9,0.14,0.1,0.1
Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,0,8,0,0.0,0.96,0.00,0.00,,15.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.50,15.0,0,0,0,0.9,0.9,0.15,0.1,0.1
Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,26,1994,2.4,0,3,0,0.0,1.25,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,MFFW,Brest,fr Ligue 1,31,1988,17.4,6,34,12,35.3,1.95,0.69,0.15,0.42,14.7,3,1,1,5.7,5.0,0.15,0.3,0.0
Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,3,20,9,45.0,0.66,0.30,0.15,0.33,11.1,0,0,0,2.4,2.4,0.12,0.6,0.6
Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,0,22,6,27.3,0.78,0.21,0.00,0.00,20.6,0,0,0,1.2,1.2,0.05,-1.2,-1.2
Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,0,6,0,0.0,0.50,0.00,0.00,,19.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Chema\Chema,es ESP,DFMF,Getafe,es La Liga,28,1992,6.2,0,3,1,33.3,0.48,0.16,0.00,0.00,29.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Rayan Cherki\Rayan-Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,16,2003,7.8,1,16,5,31.3,2.06,0.64,0.06,0.20,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0
Denis Cheryshev\Denis-Cheryshev,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,0,21,5,23.8,1.72,0.41,0.00,0.00,18.6,0,0,0,1.5,1.5,0.07,-1.5,-1.5
Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,0,6,0,0.0,0.39,0.00,0.00,,10.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6
Federico Chiesa\Federico-Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,2.7,1,9,1,11.1,3.38,0.37,0.11,1.00,17.7,0,0,0,0.7,0.7,0.08,0.3,0.3
Federico Chiesa\Federico-Chiesa,it ITA,MFDF,Juventus,it Serie A,22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.7,0,0,0,6.0,6.0,0.10,2.0,2.0
Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,3,27,10,37.0,1.06,0.39,0.11,0.30,14.0,0,0,0,2.4,2.4,0.09,0.6,0.6
Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,2,11,3,27.3,0.54,0.15,0.18,0.67,13.5,0,0,0,1.1,1.1,0.10,0.9,0.9
Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,0,9,2,22.2,0.36,0.08,0.00,0.00,20.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Tahith Chong\Tahith-Chong,nl NED,FWMF,Werder Bremen,de Bundesliga,20,1999,4.3,0,9,1,11.1,2.10,0.23,0.00,0.00,20.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,0,8,3,37.5,0.62,0.23,0.00,0.00,17.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,0,4,1,25.0,1.14,0.28,0.00,0.00,19.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Mounir Chouiar\Mounir-Chouiar,fr FRA,FWMF,Dijon,fr Ligue 1,21,1999,14.3,0,23,5,21.7,1.61,0.35,0.00,0.00,21.1,4,0,1,2.0,1.2,0.05,-2.0,-1.2
Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,0,3,0,0.0,0.20,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Carney Chukwuemeka\Carney-Chukwuemeka,eng ENG,FWMF,Aston Villa,eng Premier League,16,2004,0.2,0,1,0,0.0,4.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,21,1999,15.2,4,31,10,32.3,2.04,0.66,0.13,0.40,16.6,0,0,0,3.5,3.5,0.11,0.5,0.5
Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,de Bundesliga,20,2000,2.4,0,3,0,0.0,1.25,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Víctor Chust\Victor-Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sébastien Cibois\Sebastien-Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cifu\Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,0,3,0,0.0,0.60,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Alberto Cifuentes\Alberto-Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Cigarini\Luca-Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,0,16,2,12.5,1.55,0.19,0.00,0.00,27.4,4,0,0,0.6,0.6,0.04,-0.6,-0.6
Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Cioffi\Antonio-Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Civeja\Tim-Civeja,de GER,MFDF,Augsburg,de Bundesliga,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,1,8,2,25.0,0.38,0.10,0.13,0.50,10.4,0,0,0,0.3,0.3,0.04,0.7,0.7
Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,4,33,15,45.5,1.55,0.71,0.12,0.27,18.2,3,0,0,4.0,4.0,0.13,0.0,0.0
Jonathan Clauss\Jonathan-Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,3,35,14,40.0,1.25,0.50,0.09,0.21,22.0,3,0,0,1.8,1.8,0.05,1.2,1.2
Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,0,6,4,66.7,0.19,0.13,0.00,0.00,19.2,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,0,4,1,25.0,0.31,0.08,0.00,0.00,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1,8,2,25.0,0.22,0.05,0.13,0.50,10.6,0,0,0,1.3,1.3,0.16,-0.3,-0.3
Marcus Coco\Marcus-Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,0,13,1,7.7,0.79,0.06,0.00,0.00,15.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Coke\Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,0,10,2,20.0,1.08,0.22,0.00,0.00,17.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,0,12,4,33.3,0.67,0.22,0.00,0.00,19.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2
Ebrima Colley\Ebrima-Colley,gm GAM,FWMF,Hellas Verona,it Serie A,20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,14.1,0,0,0,1.9,1.9,0.11,-0.9,-0.9
Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,2,12,3,25.0,0.42,0.10,0.17,0.67,9.4,0,0,0,1.5,1.5,0.12,0.5,0.5
Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,29,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,18,2002,1.0,0,3,1,33.3,2.87,0.96,0.00,0.00,13.0,0,0,0,0.6,0.6,0.20,-0.6,-0.6
Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,24,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.10,0.26,16.9,0,0,0,4.1,4.1,0.08,0.9,0.9
Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,2,13,3,23.1,0.36,0.08,0.15,0.67,7.5,0,0,0,1.3,1.3,0.10,0.7,0.7
Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,2,23,8,34.8,2.62,0.91,0.09,0.25,13.7,0,0,0,3.5,3.5,0.15,-1.5,-1.5
Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti\Andrea-Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1,15,8,53.3,0.62,0.33,0.07,0.13,8.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,0,4,0,0.0,0.49,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Theo Corbeanu\Theo-Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,0,21,7,33.3,0.91,0.30,0.00,0.00,24.2,5,0,0,0.7,0.7,0.03,-0.7,-0.7
Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Iñigo Córdoba\Inigo-Cordoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,0,1,0,0.0,0.42,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,7,50,19,38.0,2.93,1.11,0.14,0.37,12.6,0,0,0,7.4,7.4,0.15,-0.4,-0.4
Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,2,20,4,20.0,1.65,0.33,0.10,0.50,15.4,0,0,0,3.1,3.1,0.16,-1.1,-1.1
Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,0,5,0,0.0,0.33,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,1,31,7,22.6,1.47,0.33,0.03,0.14,11.3,0,0,0,2.3,2.3,0.08,-1.3,-1.3
Maxwel Cornet\Maxwel-Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,2,22,11,50.0,0.81,0.40,0.09,0.18,16.8,2,0,0,2.5,2.5,0.12,-0.5,-0.5
Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,9,53,23,43.4,1.99,0.87,0.17,0.39,17.0,0,0,0,7.6,7.4,0.14,1.4,1.6
Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,8,54,22,40.7,2.51,1.02,0.13,0.32,13.4,0,1,1,8.3,7.8,0.14,-0.3,-0.8
Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,0,6,0,0.0,0.48,0.00,0.00,,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Félix Correia\Felix-Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,17.1,0,0,0,1.0,1.0,0.12,0.0,0.0
Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,36,1983,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danny da Costa\Danny-da-Costa,de GER,DF,Mainz 05,de Bundesliga,27,1993,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,0,3,0,0.0,2.45,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
David Pereira da Costa\David-Pereira-da-Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,1,2,1,50.0,1.14,0.57,0.50,1.00,17.5,0,0,0,0.7,0.7,0.37,0.3,0.3
Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,2,4,2,50.0,1.73,0.87,0.25,0.50,13.1,0,1,1,1.4,0.6,0.16,0.6,0.4
Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,1,4,2,50.0,1.13,0.56,0.25,0.50,20.2,0,0,0,0.1,0.1,0.04,0.9,0.9
Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,eng Premier League,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.50,14.3,0,0,0,2.0,2.0,0.12,1.0,1.0
Jaume Costa\Jaume-Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,0,2,0,0.0,0.51,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Charles Costes\Charles-Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,0,15,5,33.3,0.44,0.15,0.00,0.00,16.6,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,18,4,22.2,1.65,0.37,0.11,0.50,12.3,0,1,1,3.0,2.2,0.12,0.0,-0.2
Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,1,14,4,28.6,0.75,0.21,0.07,0.25,23.3,0,0,0,0.7,0.7,0.05,0.3,0.3
Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,0,2,0,0.0,0.98,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,2,5,3,60.0,0.23,0.14,0.40,0.67,6.7,0,0,0,0.7,0.7,0.14,1.3,1.3
Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,2,27,9,33.3,1.61,0.54,0.07,0.22,16.2,0,0,0,3.2,3.2,0.12,-1.2,-1.2
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.0,0,0,0,3.9,3.9,0.14,-1.9,-1.9
Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,0,1,0,0.0,0.07,0.00,0.00,,6.0,0,0,0,0.4,0.4,0.38,-0.4,-0.4
Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gian Crespi\Gian-Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,0,19,4,21.1,0.54,0.11,0.00,0.00,24.6,11,0,0,0.9,0.9,0.05,-0.9,-0.9
Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1,5,1,20.0,0.26,0.05,0.00,0.00,28.0,0,1,1,0.9,0.1,0.03,0.1,-0.1
Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,1,27,7,25.9,1.13,0.29,0.04,0.14,17.9,0,0,0,2.2,2.2,0.08,-1.2,-1.2
Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,it Serie A,22,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,0,1,0,0.0,0.05,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.04,0.0,0.0
Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,2,18,6,33.3,0.74,0.25,0.06,0.17,17.7,0,1,1,2.0,1.2,0.07,0.0,-0.2
Adrián Cubas\Adrian-Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1,11,5,45.5,0.44,0.20,0.09,0.20,23.5,0,0,0,0.5,0.5,0.04,0.5,0.5
Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cucho\Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,2,27,11,40.7,1.66,0.68,0.07,0.18,15.6,1,0,0,2.5,2.5,0.09,-0.5,-0.5
Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,3,27,8,29.6,0.75,0.22,0.11,0.38,17.1,0,0,0,1.7,1.7,0.06,1.3,1.3
Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,2,9,3,33.3,0.79,0.26,0.22,0.67,17.3,1,0,0,0.9,0.9,0.10,1.1,1.1
Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,7,66,30,45.5,2.76,1.26,0.08,0.17,22.0,8,2,3,8.1,5.8,0.09,-1.1,-0.8
Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,0,2,0,0.0,0.22,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,22,1998,2.2,0,3,1,33.3,1.38,0.46,0.00,0.00,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,22,1998,0.3,0,1,0,0.0,3.60,0.00,0.00,,10.4,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,3,1,33.3,2.50,0.83,0.00,0.00,16.0,0,0,0,0.5,0.5,0.18,-0.5,-0.5
Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,0,6,1,16.7,1.32,0.22,0.00,0.00,27.4,3,0,0,0.2,0.2,0.03,-0.2,-0.2
Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1,10,2,20.0,0.40,0.08,0.10,0.50,7.1,0,0,0,1.5,1.5,0.15,-0.5,-0.5
Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,1,5,2,40.0,0.38,0.15,0.20,0.50,17.5,0,0,0,0.3,0.3,0.05,0.7,0.7
Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,3,8,6,75.0,1.03,0.77,0.38,0.50,10.6,0,0,0,1.3,1.3,0.17,1.7,1.7
Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,4,23,11,47.8,0.78,0.37,0.17,0.36,12.8,0,0,0,1.8,1.8,0.08,2.2,2.2
Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,0,12,2,16.7,0.97,0.16,0.00,0.00,17.9,0,0,0,1.2,1.2,0.10,-1.2,-1.2
Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,4,26,12,46.2,2.34,1.08,0.15,0.33,14.7,1,0,1,5.1,4.3,0.17,-1.1,-0.3
Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,1,7,1,14.3,0.46,0.07,0.14,1.00,20.6,0,0,0,0.3,0.3,0.04,0.7,0.7
Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,1,16,5,31.3,1.14,0.36,0.06,0.20,25.9,1,0,0,0.5,0.5,0.03,0.5,0.5
Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,29,1991,37.9,8,48,18,37.5,1.27,0.48,0.17,0.44,19.7,0,0,0,4.6,4.6,0.10,3.4,3.4
Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,1,10,5,50.0,0.83,0.41,0.10,0.20,20.4,0,0,0,0.7,0.7,0.07,0.3,0.3
Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,2,24,8,33.3,1.22,0.41,0.08,0.25,18.9,3,0,0,2.4,2.4,0.10,-0.4,-0.4
Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1,8,1,12.5,0.49,0.06,0.13,1.00,17.7,0,0,0,0.8,0.8,0.10,0.2,0.2
Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29,1991,32.4,1,18,2,11.1,0.56,0.06,0.06,0.50,21.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,1,5,2,40.0,0.33,0.13,0.20,0.50,9.2,0,0,0,0.3,0.3,0.07,0.7,0.7
Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dante\Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,2,6,2,33.3,0.70,0.23,0.33,1.00,12.1,1,0,0,0.6,0.6,0.09,1.4,1.4
Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,0,1,0,0.0,0.87,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,0,3,0,0.0,0.84,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,18,2002,9.1,0,2,0,0.0,0.22,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,1,27,6,22.2,1.28,0.28,0.04,0.17,22.6,1,0,0,1.4,1.4,0.05,-0.4,-0.4
