Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Touches_Live,Drib_Succ,Drib_Att,Drib_Succ%,Drib_Past,Megs,Carries,TotDist,PrgDist,Prog_Carries,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_Rec,Name_no_spec_chars
Luis Alberto,ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,2262.0,19.0,336.0,1277.0,931.0,67.0,2016.0,50.0,83.0,60.2,57.0,7.0,1621.0,10877.0,7515.0,324.0,141.0,17.0,43.0,51.0,1822.0,1627.0,89.3,128.0,Luis Alberto
Raúl Albiol,ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,2296.0,363.0,1320.0,1128.0,53.0,12.0,2231.0,5.0,9.0,55.6,5.0,0.0,1523.0,11104.0,7011.0,128.0,16.0,0.0,6.0,3.0,1648.0,1631.0,99.0,5.0,Raul Albiol
Marc Albrighton,ENG,DFFW,Leicester City,Premier League,30.0,1989.0,19.4,1145.0,40.0,244.0,468.0,504.0,44.0,1047.0,30.0,60.0,50.0,32.0,3.0,755.0,3746.0,1847.0,88.0,24.0,8.0,22.0,39.0,914.0,719.0,78.7,71.0,Marc Albrighton
Paco Alcácer,ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,397.0,8.0,33.0,193.0,183.0,81.0,356.0,7.0,10.0,70.0,7.0,0.0,222.0,796.0,355.0,25.0,6.0,9.0,26.0,15.0,595.0,274.0,46.1,106.0,Paco Alcacer
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,389.0,75.0,243.0,172.0,3.0,3.0,373.0,0.0,0.0,,0.0,0.0,163.0,1009.0,555.0,7.0,0.0,0.0,0.0,0.0,201.0,189.0,94.0,0.0,Pedro Alcala
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,1902.0,33.0,347.0,1228.0,460.0,18.0,1865.0,28.0,42.0,66.7,30.0,1.0,1358.0,5921.0,3222.0,154.0,58.0,4.0,15.0,18.0,1513.0,1432.0,94.6,38.0,Thiago Alcantara
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,1397.0,59.0,365.0,923.0,202.0,25.0,1351.0,13.0,22.0,59.1,16.0,1.0,892.0,4629.0,2139.0,69.0,22.0,1.0,10.0,20.0,922.0,858.0,93.1,10.0,Ruben Alcaraz
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,1055.0,145.0,685.0,425.0,24.0,9.0,1033.0,17.0,22.0,77.3,17.0,2.0,702.0,3925.0,2302.0,33.0,5.0,0.0,4.0,1.0,746.0,729.0,97.7,2.0,Omar Alderete
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,1638.0,302.0,970.0,717.0,40.0,14.0,1579.0,3.0,3.0,100.0,3.0,0.0,973.0,4817.0,2473.0,49.0,5.0,0.0,2.0,2.0,1104.0,1088.0,98.6,4.0,Toby Alderweireld
Iván Alejo,ESP,MFFW,Cádiz,La Liga,25.0,1995.0,9.2,367.0,16.0,71.0,143.0,190.0,28.0,353.0,15.0,26.0,57.7,15.0,0.0,247.0,2075.0,1343.0,61.0,20.0,7.0,21.0,21.0,332.0,228.0,68.7,50.0,Ivan Alejo
Carles Aleñá,ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,46.0,2.0,12.0,26.0,8.0,1.0,46.0,0.0,1.0,0.0,1.0,0.0,38.0,142.0,80.0,1.0,0.0,0.0,0.0,2.0,50.0,43.0,86.0,1.0,Carles Alena
Carles Aleñá,ESP,MFFW,Getafe,La Liga,22.0,1998.0,15.2,735.0,8.0,67.0,383.0,329.0,20.0,667.0,18.0,28.0,64.3,19.0,3.0,497.0,2518.0,1296.0,61.0,24.0,1.0,17.0,19.0,638.0,491.0,77.0,46.0,Carles Alena
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,13.0,11.0,12.0,1.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,8.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,Runar Alex Runarsson
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,3259.0,80.0,774.0,1474.0,1206.0,86.0,2764.0,38.0,67.0,56.7,41.0,4.0,2058.0,8849.0,5262.0,216.0,72.0,25.0,17.0,21.0,2293.0,2159.0,94.2,119.0,Trent Alexander Arnold
Alfon,ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,21.0,0.0,0.0,7.0,14.0,2.0,21.0,1.0,2.0,50.0,1.0,0.0,19.0,70.0,41.0,4.0,0.0,0.0,1.0,2.0,27.0,19.0,70.4,4.0,Alfon
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16.0,2004.0,3.9,185.0,1.0,18.0,76.0,108.0,23.0,184.0,5.0,14.0,35.7,6.0,0.0,140.0,683.0,464.0,27.0,12.0,2.0,19.0,12.0,198.0,134.0,67.7,30.0,Mohamed Ali Cho
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28.0,1992.0,27.3,1929.0,79.0,603.0,919.0,548.0,46.0,1686.0,15.0,25.0,60.0,16.0,7.0,1086.0,5875.0,3788.0,139.0,53.0,4.0,24.0,21.0,1317.0,1184.0,89.9,71.0,Ezgjan Alioski
Rachid Alioui,MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,12.0,0.0,2.0,6.0,4.0,1.0,12.0,1.0,1.0,100.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,9.0,8.0,88.9,3.0,Rachid Alioui
Alisson,BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,1227.0,969.0,1220.0,10.0,1.0,1.0,993.0,3.0,3.0,100.0,3.0,0.0,640.0,2289.0,1274.0,0.0,0.0,0.0,0.0,0.0,657.0,655.0,99.7,0.0,Alisson
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,444.0,395.0,444.0,0.0,0.0,0.0,312.0,2.0,2.0,100.0,2.0,0.0,196.0,827.0,383.0,0.0,0.0,0.0,0.0,0.0,172.0,171.0,99.4,0.0,Saturnin Allagbe
Allan,BRA,MF,Everton,Premier League,29.0,1991.0,22.8,1282.0,74.0,413.0,827.0,151.0,3.0,1249.0,28.0,43.0,65.1,29.0,1.0,809.0,4950.0,2935.0,96.0,32.0,2.0,14.0,22.0,871.0,835.0,95.9,17.0,Allan
Dele Alli,ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,437.0,11.0,73.0,257.0,143.0,23.0,419.0,10.0,22.0,45.5,12.0,3.0,301.0,1499.0,732.0,33.0,16.0,4.0,9.0,18.0,400.0,302.0,75.5,42.0,Dele Alli
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,26.0,1994.0,27.0,1176.0,40.0,262.0,548.0,498.0,51.0,1144.0,36.0,64.0,56.3,37.0,3.0,907.0,6129.0,3272.0,126.0,57.0,11.0,41.0,43.0,1046.0,797.0,76.2,105.0,Miguel Almiron
Marcos Alonso,ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,729.0,36.0,200.0,310.0,270.0,46.0,639.0,7.0,14.0,50.0,7.0,0.0,434.0,2130.0,1275.0,63.0,19.0,9.0,4.0,14.0,527.0,453.0,86.0,44.0,Marcos Alonso
Sergio Álvarez,ESP,MFDF,Eibar,La Liga,28.0,1992.0,17.4,856.0,37.0,188.0,559.0,150.0,17.0,846.0,6.0,9.0,66.7,6.0,0.0,461.0,2312.0,797.0,41.0,12.0,2.0,11.0,13.0,498.0,472.0,94.8,17.0,Sergio Alvarez
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,1288.0,146.0,687.0,648.0,54.0,17.0,1237.0,8.0,10.0,80.0,9.0,2.0,753.0,5327.0,2786.0,52.0,16.0,1.0,2.0,2.0,788.0,776.0,98.5,7.0,Yeray Alvarez
Bruno Alves,POR,DF,Parma,Serie A,38.0,1981.0,18.1,1076.0,199.0,624.0,491.0,40.0,18.0,1038.0,2.0,4.0,50.0,2.0,0.0,597.0,3567.0,1852.0,23.0,2.0,0.0,2.0,1.0,730.0,720.0,98.6,5.0,Bruno Alves
Steven Alzate,COL,MFDF,Brighton,Premier League,21.0,1998.0,10.0,536.0,19.0,116.0,288.0,167.0,16.0,523.0,8.0,13.0,61.5,9.0,0.0,397.0,1978.0,1030.0,49.0,14.0,4.0,11.0,14.0,444.0,397.0,89.4,22.0,Steven Alzate
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,857.0,36.0,224.0,566.0,106.0,14.0,838.0,7.0,10.0,70.0,8.0,0.0,542.0,2217.0,1171.0,36.0,12.0,5.0,7.0,23.0,596.0,546.0,91.6,10.0,Ibrahim Amadou
Romain Amalfitano,FRA,FWDF,Dijon,Ligue 1,30.0,1989.0,1.3,69.0,4.0,20.0,33.0,24.0,0.0,63.0,1.0,1.0,100.0,1.0,0.0,44.0,313.0,188.0,13.0,3.0,0.0,0.0,3.0,53.0,47.0,88.7,1.0,Romain Amalfitano
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,17.0,0.0,5.0,11.0,3.0,0.0,15.0,0.0,0.0,,0.0,0.0,8.0,67.0,41.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,100.0,0.0,Emmanuel Amankwaa Akurugu
Daniel Amartey,GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,562.0,68.0,306.0,250.0,38.0,7.0,530.0,1.0,5.0,20.0,1.0,0.0,336.0,1329.0,732.0,13.0,5.0,0.0,4.0,3.0,360.0,343.0,95.3,1.0,Daniel Amartey
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,574.0,39.0,208.0,279.0,126.0,10.0,502.0,13.0,24.0,54.2,14.0,0.0,301.0,1334.0,737.0,30.0,13.0,3.0,7.0,12.0,341.0,308.0,90.3,20.0,Jordan Amavi
Thierry Ambrose,FRA,FW,Metz,Ligue 1,23.0,1997.0,8.4,375.0,4.0,16.0,207.0,183.0,41.0,362.0,18.0,32.0,56.3,19.0,0.0,277.0,1472.0,725.0,35.0,18.0,7.0,21.0,42.0,462.0,292.0,63.2,94.0,Thierry Ambrose
Wisdom Amey,ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,Wisdom Amey
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,1364.0,19.0,179.0,800.0,485.0,33.0,1274.0,18.0,36.0,50.0,21.0,2.0,978.0,5255.0,2635.0,134.0,45.0,7.0,47.0,29.0,1219.0,1029.0,84.4,94.0,Nadiem Amiri
Ethan Ampadu,WAL,DFMF,Sheffield Utd,Premier League,19.0,2000.0,23.2,1354.0,150.0,542.0,684.0,224.0,9.0,1273.0,9.0,13.0,69.2,10.0,0.0,723.0,4578.0,2737.0,98.0,35.0,0.0,14.0,7.0,795.0,764.0,96.1,9.0,Ethan Ampadu
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,1649.0,41.0,305.0,1158.0,308.0,12.0,1599.0,41.0,56.0,73.2,42.0,2.0,1240.0,7141.0,3061.0,108.0,35.0,1.0,18.0,54.0,1270.0,1175.0,92.5,50.0,Sofyan Amrabat
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,327.0,23.0,99.0,197.0,39.0,7.0,316.0,3.0,4.0,75.0,4.0,1.0,131.0,537.0,145.0,9.0,1.0,0.0,2.0,7.0,184.0,148.0,80.4,3.0,Jon Ander Garrido
Joachim Andersen,DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,2204.0,365.0,1311.0,942.0,94.0,22.0,2139.0,7.0,7.0,100.0,7.0,0.0,1310.0,8148.0,4263.0,69.0,12.0,0.0,6.0,6.0,1443.0,1416.0,98.1,3.0,Joachim Andersen
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,138.0,15.0,68.0,64.0,14.0,2.0,132.0,0.0,0.0,,0.0,0.0,82.0,455.0,251.0,9.0,2.0,0.0,0.0,4.0,98.0,96.0,98.0,2.0,Joachim Andersen
Djavan Anderson,NED,DF,Lazio,Serie A,25.0,1995.0,0.8,38.0,1.0,6.0,18.0,18.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,26.0,168.0,78.0,6.0,1.0,0.0,1.0,1.0,25.0,20.0,80.0,1.0,Djavan Anderson
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.0,Elliot Anderson
Felipe Anderson,BRA,FWMF,West Ham,Premier League,27.0,1993.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,7.0,0.0,0.0,,0.0,0.0,6.0,68.0,50.0,2.0,1.0,0.0,0.0,0.0,7.0,6.0,85.7,0.0,Felipe Anderson
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,393.0,14.0,30.0,201.0,174.0,57.0,369.0,4.0,7.0,57.1,4.0,0.0,173.0,590.0,242.0,16.0,5.0,5.0,52.0,16.0,574.0,279.0,48.6,78.0,Sebastian Andersson
Nícolas Andrade,BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,40.0,37.0,40.0,0.0,0.0,0.0,28.0,0.0,0.0,,0.0,0.0,24.0,107.0,54.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,100.0,0.0,Nicolas Andrade
Benjamin André,FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,2442.0,81.0,496.0,1637.0,428.0,41.0,2415.0,28.0,42.0,66.7,29.0,0.0,1488.0,6818.0,3210.0,149.0,42.0,2.0,24.0,50.0,1800.0,1639.0,91.1,93.0,Benjamin Andre
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,1734.0,62.0,498.0,1012.0,332.0,23.0,1706.0,18.0,25.0,72.0,19.0,2.0,1041.0,5308.0,2205.0,85.0,27.0,5.0,28.0,15.0,1200.0,1104.0,92.0,41.0,Robert Andrich
Victorien Angban,CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,1038.0,25.0,253.0,657.0,210.0,10.0,1022.0,22.0,31.0,71.0,23.0,0.0,793.0,3844.0,1843.0,65.0,19.0,0.0,20.0,32.0,779.0,736.0,94.5,30.0,Victorien Angban
Ángel,ESP,GK,Granada,La Liga,18.0,2002.0,1.0,40.0,37.0,40.0,0.0,0.0,0.0,21.0,0.0,0.0,,0.0,0.0,5.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,88.9,0.0,Angel
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,77.0,13.0,40.0,36.0,2.0,1.0,77.0,0.0,0.0,,0.0,0.0,27.0,90.0,24.0,1.0,0.0,0.0,0.0,0.0,35.0,32.0,91.4,0.0,Miguel Angel Rubio
José Ángel,ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,775.0,26.0,178.0,418.0,231.0,4.0,639.0,10.0,12.0,83.3,11.0,0.0,447.0,2224.0,1174.0,47.0,21.0,1.0,8.0,10.0,441.0,418.0,94.8,12.0,Jose Angel
Angeliño,ESP,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,24.0,1744.0,39.0,357.0,772.0,705.0,91.0,1465.0,18.0,40.0,45.0,22.0,1.0,1005.0,4417.0,2424.0,116.0,29.0,14.0,21.0,22.0,1313.0,1105.0,84.2,150.0,Angelino
Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19.0,2001.0,0.1,4.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,Davide Angelo Ghislandi
Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17.0,2002.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,0.0,Philip Ankhrah
Cristian Ansaldi,ARG,DF,Torino,Serie A,33.0,1986.0,21.6,1213.0,71.0,318.0,540.0,458.0,32.0,983.0,34.0,63.0,54.0,36.0,2.0,769.0,5796.0,3089.0,148.0,47.0,10.0,14.0,22.0,775.0,682.0,88.0,29.0,Cristian Ansaldi
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24.0,1996.0,30.1,2397.0,450.0,1390.0,1071.0,100.0,27.0,2302.0,10.0,17.0,58.8,14.0,0.0,1578.0,9878.0,4983.0,99.0,10.0,3.0,15.0,23.0,1681.0,1652.0,98.3,14.0,Waldemar Anton
José Antonio Miranda,EQG,MFDF,Getafe,La Liga,22.0,1998.0,0.3,25.0,0.0,0.0,13.0,13.0,3.0,25.0,0.0,1.0,0.0,0.0,0.0,17.0,97.0,53.0,4.0,1.0,1.0,0.0,2.0,22.0,18.0,81.8,4.0,Jose Antonio Miranda
Michail Antonio,ENG,FW,West Ham,Premier League,30.0,1990.0,21.9,814.0,11.0,36.0,359.0,480.0,130.0,797.0,47.0,81.0,58.0,53.0,2.0,570.0,2896.0,1848.0,107.0,33.0,27.0,77.0,57.0,1220.0,642.0,52.6,190.0,Michail Antonio
Valentin Antov,BUL,DF,Bologna,Serie A,19.0,2000.0,2.6,151.0,33.0,101.0,57.0,3.0,0.0,139.0,1.0,1.0,100.0,1.0,0.0,84.0,539.0,320.0,3.0,0.0,0.0,0.0,0.0,92.0,92.0,100.0,0.0,Valentin Antov
Houssem Aouar,FRA,MFFW,Lyon,Ligue 1,22.0,1998.0,19.8,1299.0,9.0,105.0,707.0,597.0,137.0,1259.0,50.0,86.0,58.1,55.0,2.0,1021.0,5326.0,3430.0,173.0,49.0,27.0,38.0,54.0,1267.0,1057.0,83.4,153.0,Houssem Aouar
Adil Aouchiche,FRA,MFFW,Saint-Étienne,Ligue 1,18.0,2002.0,19.2,1064.0,14.0,156.0,554.0,444.0,47.0,936.0,33.0,62.0,53.2,37.0,4.0,719.0,4413.0,2513.0,115.0,35.0,13.0,38.0,45.0,884.0,717.0,81.1,83.0,Adil Aouchiche
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28.0,1992.0,17.3,1069.0,55.0,347.0,493.0,294.0,15.0,882.0,14.0,22.0,63.6,16.0,0.0,534.0,2658.0,1502.0,75.0,32.0,2.0,13.0,18.0,584.0,522.0,89.4,27.0,Dennis Appiah
Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22.0,1998.0,0.3,24.0,0.0,5.0,16.0,3.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,10.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,Aritz Arambarri
Mauro Arambarri,URU,MF,Getafe,La Liga,24.0,1995.0,33.1,1470.0,47.0,252.0,877.0,452.0,39.0,1350.0,31.0,56.0,55.4,34.0,4.0,866.0,5042.0,2174.0,100.0,47.0,8.0,31.0,32.0,863.0,737.0,85.4,59.0,Mauro Arambarri
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,18.5,1339.0,51.0,321.0,886.0,191.0,14.0,1302.0,10.0,13.0,76.9,10.0,0.0,886.0,3284.0,1436.0,49.0,11.0,4.0,13.0,20.0,964.0,923.0,95.7,29.0,Charles Aranguiz
Luiz Araújo,BRA,MF,Lille,Ligue 1,24.0,1996.0,16.6,860.0,12.0,104.0,415.0,426.0,51.0,843.0,42.0,74.0,56.8,45.0,2.0,643.0,3862.0,2244.0,112.0,30.0,11.0,35.0,37.0,742.0,621.0,83.7,102.0,Luiz Araujo
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28.0,1991.0,27.0,1807.0,283.0,1077.0,826.0,47.0,9.0,1779.0,7.0,8.0,87.5,7.0,0.0,1165.0,7972.0,4438.0,94.0,11.0,0.0,6.0,2.0,1266.0,1246.0,98.4,2.0,Nestor Araujo
Ronald Araújo,URU,DF,Barcelona,La Liga,21.0,1999.0,16.8,1211.0,176.0,588.0,644.0,47.0,13.0,1183.0,4.0,5.0,80.0,5.0,0.0,857.0,4393.0,2384.0,69.0,13.0,1.0,1.0,2.0,902.0,888.0,98.4,0.0,Ronald Araujo
Anaitz Arbilla,ESP,DF,Eibar,La Liga,33.0,1987.0,31.2,2213.0,138.0,779.0,1302.0,285.0,14.0,1942.0,28.0,30.0,93.3,30.0,0.0,1229.0,7430.0,3707.0,114.0,25.0,3.0,17.0,15.0,1210.0,1167.0,96.4,6.0,Anaitz Arbilla
Alphonse Areola,FRA,GK,Fulham,Premier League,27.0,1993.0,36.0,1110.0,995.0,1105.0,5.0,0.0,0.0,762.0,0.0,0.0,,0.0,0.0,454.0,2102.0,999.0,0.0,0.0,0.0,1.0,0.0,404.0,402.0,99.5,0.0,Alphonse Areola
Santiago Arias,COL,DF,Leverkusen,Bundesliga,28.0,1992.0,1.0,64.0,3.0,21.0,29.0,16.0,2.0,58.0,0.0,0.0,,0.0,0.0,37.0,157.0,74.0,4.0,1.0,0.0,0.0,0.0,35.0,35.0,100.0,2.0,Santiago Arias
Karim Aribi,ALG,FW,Nîmes,Ligue 1,26.0,1994.0,3.3,105.0,3.0,16.0,48.0,51.0,16.0,96.0,3.0,6.0,50.0,3.0,0.0,51.0,219.0,105.0,4.0,3.0,1.0,13.0,7.0,191.0,74.0,38.7,22.0,Karim Aribi
Unai Arietaleanizbeaskoa,ESP,FWMF,Eibar,La Liga,21.0,1999.0,0.5,14.0,0.0,0.0,5.0,9.0,0.0,14.0,0.0,0.0,,0.0,0.0,8.0,14.0,7.0,1.0,0.0,0.0,4.0,1.0,21.0,12.0,57.1,9.0,Unai Arietaleanizbeaskoa
Nicolò Armini,ITA,DF,Lazio,Serie A,19.0,2001.0,0.1,5.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,2.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,Nicolo Armini
Stuart Armstrong,SCO,MF,Southampton,Premier League,28.0,1992.0,30.7,1664.0,48.0,285.0,971.0,577.0,66.0,1591.0,56.0,98.0,57.1,59.0,1.0,1159.0,7421.0,4290.0,187.0,75.0,11.0,53.0,70.0,1380.0,1135.0,82.2,116.0,Stuart Armstrong
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26.0,1994.0,28.7,1964.0,83.0,392.0,1209.0,477.0,14.0,1719.0,14.0,17.0,82.4,14.0,0.0,1105.0,6020.0,3110.0,128.0,40.0,2.0,16.0,31.0,1164.0,1086.0,93.3,43.0,Maximilian Arnold
Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19.0,2000.0,1.2,56.0,0.0,2.0,24.0,32.0,13.0,54.0,1.0,1.0,100.0,1.0,0.0,27.0,104.0,26.0,1.0,1.0,0.0,7.0,3.0,83.0,43.0,51.8,13.0,Toluwalas Arokodare
Sergio Arribas,ESP,FWDF,Real Madrid,La Liga,18.0,2001.0,1.5,106.0,4.0,19.0,53.0,41.0,2.0,104.0,5.0,6.0,83.3,5.0,0.0,89.0,444.0,239.0,14.0,3.0,1.0,0.0,3.0,99.0,82.0,82.8,11.0,Sergio Arribas
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25.0,1994.0,6.5,256.0,241.0,254.0,4.0,0.0,0.0,205.0,0.0,0.0,,0.0,0.0,148.0,575.0,303.0,0.0,0.0,0.0,2.0,0.0,148.0,148.0,100.0,0.0,Kepa Arrizabalaga
Tolgay Arslan,GER,MF,Udinese,Serie A,29.0,1990.0,20.2,1103.0,29.0,264.0,674.0,273.0,24.0,1071.0,35.0,46.0,76.1,35.0,0.0,818.0,4796.0,2979.0,143.0,50.0,6.0,17.0,23.0,789.0,748.0,94.8,38.0,Tolgay Arslan
Kwadwo Asamoah,GHA,DFMF,Cagliari,Serie A,31.0,1988.0,2.5,130.0,9.0,34.0,69.0,37.0,1.0,119.0,0.0,1.0,0.0,0.0,0.0,91.0,417.0,254.0,9.0,3.0,0.0,1.0,1.0,89.0,79.0,88.8,4.0,Kwadwo Asamoah
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23.0,1997.0,8.5,477.0,24.0,158.0,265.0,72.0,12.0,454.0,6.0,11.0,54.5,8.0,1.0,262.0,1175.0,567.0,22.0,5.0,1.0,9.0,10.0,288.0,257.0,89.2,7.0,Santiago Ascacibar
Sergio Asenjo,ESP,GK,Villarreal,La Liga,31.0,1989.0,36.0,1376.0,1213.0,1374.0,4.0,0.0,0.0,1018.0,0.0,0.0,,0.0,0.0,714.0,3164.0,1700.0,0.0,0.0,0.0,0.0,0.0,707.0,700.0,99.0,0.0,Sergio Asenjo
Marco Asensio,ESP,FWMF,Real Madrid,La Liga,24.0,1996.0,20.8,1192.0,19.0,118.0,523.0,645.0,77.0,1126.0,38.0,56.0,67.9,40.0,2.0,933.0,5773.0,3084.0,173.0,54.0,14.0,27.0,21.0,1154.0,944.0,81.8,138.0,Marco Asensio
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19.0,2001.0,1.1,32.0,2.0,14.0,13.0,6.0,1.0,32.0,1.0,1.0,100.0,1.0,0.0,22.0,55.0,12.0,0.0,0.0,0.0,2.0,3.0,23.0,17.0,73.9,1.0,Kristoffer Askildsen
Iago Aspas,ESP,FW,Celta Vigo,La Liga,32.0,1987.0,31.8,1556.0,31.0,153.0,751.0,761.0,173.0,1503.0,58.0,85.0,68.2,61.0,2.0,1182.0,6052.0,3313.0,176.0,57.0,44.0,51.0,41.0,1749.0,1244.0,71.1,320.0,Iago Aspas
Roger Assalé,CIV,FWMF,Dijon,Ligue 1,26.0,1993.0,9.2,302.0,3.0,37.0,153.0,146.0,32.0,298.0,17.0,24.0,70.8,18.0,1.0,233.0,1376.0,791.0,42.0,21.0,7.0,22.0,33.0,382.0,222.0,58.1,66.0,Roger Assale
Miguel Atienza,ESP,MF,Eibar,La Liga,21.0,1999.0,9.3,413.0,16.0,63.0,260.0,100.0,9.0,410.0,3.0,3.0,100.0,3.0,0.0,226.0,952.0,389.0,21.0,6.0,0.0,2.0,5.0,283.0,237.0,83.7,15.0,Miguel Atienza
Youcef Attal,ALG,DFMF,Nice,Ligue 1,24.0,1996.0,10.6,796.0,31.0,212.0,382.0,269.0,27.0,705.0,22.0,44.0,50.0,23.0,5.0,549.0,2802.0,1726.0,83.0,14.0,9.0,24.0,20.0,608.0,521.0,85.7,41.0,Youcef Attal
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31.0,1989.0,25.9,903.0,24.0,126.0,366.0,471.0,126.0,881.0,12.0,28.0,42.9,13.0,0.0,606.0,3501.0,2072.0,106.0,35.0,28.0,32.0,19.0,1252.0,715.0,57.1,186.0,Pierre Emerick Aubameyang
Emil Audero,ITA,GK,Sampdoria,Serie A,23.0,1997.0,37.0,1340.0,1208.0,1337.0,3.0,0.0,0.0,966.0,0.0,0.0,,0.0,0.0,623.0,3144.0,1609.0,0.0,0.0,0.0,0.0,0.0,588.0,587.0,99.8,0.0,Emil Audero
